tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt0	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt1	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	SAKI_UNK	UNKNOWN_TABLE[0]	UNKNOWN_TABLE[1]	UNKNOWN_TABLE[2]	UNKNOWN_TABLE[3]	UNKNOWN_TABLE[4]	UNKNOWN_TABLE[5]	UNKNOWN_TABLE[6]	UNKNOWN_TABLE[7]	UNKNOWN_TABLE[8]	UNKNOWN_TABLE[9]	UNKNOWN_TABLE[10]	UNKNOWN_TABLE[11]	UNKNOWN_TABLE[12]	UNKNOWN_TABLE[13]	quest_x	quest_y	quest_z	cnt2	quest_x_1	quest_y_1	quest_z_1	quest_x_2	quest_y_2	quest_z_2	quest_x_3	quest_y_3	quest_z_3	quest_x_4	quest_y_4	quest_z_4	quest_x_5	quest_y_5	quest_z_5	quest_x_6	quest_y_6	quest_z_6	quest_x_7	quest_y_7	quest_z_7	quest_x_8	quest_y_8	quest_z_8	UNK_VAL[0]	UNK_VAL[1]	UNK_VAL[2]	UNK_VAL[3]	UNK_VAL[4]	UNK_VAL[5]	UNK_VAL[6]	UNK_VAL[7]	UNK_2	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_3	UNK_4	UNK_5	contact_npc_id[0]	contact_npc_id[1]	contact_npc_id[2]	contact_npc_id[3]	contact_npc_id[4]	contact_npc_id[5]	contact_npc_id[6]	contact_npc_id[7]	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	UNK_6	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	req_class[69]	req_class[70]	cnt4	req_item[0]	req_item[1]	req_item[2]	clan_pet_quest	req_quest_complete	UNK_7	area_id	UNK_8	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]	tab7[4]	tab7[5]	tab7[6]	tab7[7]
1	16	6	u,Приближение Тьмы\0	u,Снятие Печати\0	u,Вы разбили все Печати. Поговорите с Тетрархом, который находится неподалеку.\\n\0	0															0															0															89204.00000000	-92656.00000000	-3800.00000000	0																																	0	62	0	3	u,Тетрарх\0	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Свет и Тьма\0	u,Пройдите испытание Тетрарха и станьте членом тайной группы.\0	0																																																																									0				0	17	0	200	0	2	15623	15624										2	1795524	167980										1	5							
1	16	-1	u,Приближение Тьмы\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	62	0	3	a,	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Свет и Тьма\0	u,Пройдите испытание Тетрарха и станьте членом тайной группы.\0	0																																																																									0				0	17	0	200	0	2	15623	15624										2	1795524	167980										1	6							
1	17	1	u,Свет и Тьма\0	u,Снятие Печати\0	u,Отправляйтесь к Алтарю Святых и окропите его Кровью Святого.\\n\0	0															0															0															76656.00000000	-76416.00000000	-3602.00000000	0																																	0	61	0	3	u,Алтарь Святых\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Сладкий шепот\0	u,Тетрарх пытается провести ритуал на Алтаре Святых.\0	0																																																																									0				0	15	0	200	0	2	15623	15624										2	1469840	135834										1	0							
1	17	2	u,Свет и Тьма\0	u,Снятие Печати\0	u,Отправляйтесь к Алтарю Святых и окропите его Кровью Святого.\\n\0	0															0															0															97264.00000000	-90784.00000000	-2786.00000000	0																																	0	61	0	3	u,Алтарь Святых\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Сладкий шепот\0	u,Тетрарх пытается провести ритуал на Алтаре Святых.\0	0																																																																									0				0	15	0	200	0	2	15623	15624										2	1469840	135834										1	1							
1	17	3	u,Свет и Тьма\0	u,Снятие Печати\0	u,Отправляйтесь к Алтарю Святых и окропите его Кровью Святого.\\n\0	0															0															0															72750.00000000	-89153.00000000	-3106.00000000	0																																	0	61	0	3	u,Алтарь Святых\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Сладкий шепот\0	u,Тетрарх пытается провести ритуал на Алтаре Святых.\0	0																																																																									0				0	15	0	200	0	2	15623	15624										2	1469840	135834										1	2							
1	17	4	u,Свет и Тьма\0	u,Снятие Печати\0	u,Отправляйтесь к Алтарю Святых и окропите его Кровью Святого.\\n\0	0															0															0															91744.00000000	-75824.00000000	-3634.00000000	0																																	0	61	0	3	u,Алтарь Святых\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Сладкий шепот\0	u,Тетрарх пытается провести ритуал на Алтаре Святых.\0	0																																																																									0				0	15	0	200	0	2	15623	15624										2	1469840	135834										1	3							
1	17	5	u,Свет и Тьма\0	u,Снятие Печати\0	u,Вы успешно выполнили задание. Поговорите с Тетрархом.\\n\0	0															0															0															72704.00000000	-72480.00000000	-4478.00000000	0																																	0	61	0	3	u,Тетрарх\0	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Сладкий шепот\0	u,Тетрарх пытается провести ритуал на Алтаре Святых.\0	0																																																																									0				0	15	0	200	0	2	15623	15624										2	1469840	135834										1	4							
1	17	-1	u,Свет и Тьма\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	61	0	3	a,	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,Выполненный квест: Сладкий шепот\0	u,Тетрарх пытается провести ритуал на Алтаре Святых.\0	0																																																																									0				0	15	0	200	0	2	15623	15624										2	1469840	135834										1	5							
1	19	1	u,Ферма Диких Зверей\0	u,Плохое мясо\0	u,Владимир недоволен качеством мяса с Фермы Диких Зверей и просит Вас разобраться с этим.\\n\0	0															0															0															53712.00000000	-83936.00000000	-2728.00000000	0																																	0	82	0	3	u,Пастух Тунатун\0	0	1	1	1	31302								44704.00000000	-47472.00000000	-800.00000000	u,Нет требований\0	u,Владимир недоволен плохим качеством доставленного ему мяса. Он просит Вас вернуть его обратно на Ферму Диких Зверей.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	1456218	167200	299928									1	0							
1	19	-1	u,Ферма Диких Зверей\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	82	0	3	a,	0	1	1	1	31302								44704.00000000	-47472.00000000	-800.00000000	u,Нет требований\0	u,Владимир недоволен плохим качеством доставленного ему мяса. Он просит Вас вернуть его обратно на Ферму Диких Зверей.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	1456218	167200	299928									1	1							
1	20	1	u,Нежная забота\0	u,Самоцвет Чистоты\0	u,Пастух Тунатун просит Вас принести ему Самоцвет Чистоты, появляющийся, когда удается вырастить послушного и кроткого зверя.\\n\0	1	15533														1	0														1	1														53712.00000000	-83936.00000000	-2728.00000000	0																																	0	82	0	3	u,Ферма Диких Зверей\0	1	1	1	1	31537								53712.00000000	-83936.00000000	-2728.00000000	u,Нет требований\0	u,Самоцвет Чистоты можно найти только у кротких зверей.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	9553									3	26950000	3093200	1									1	0							
1	20	2	u,Нежная забота\0	u,Разговор с Тунатуном\0	u,Вы нашли Самоцвет Чистоты! Отнесите его Пастуху Тунатуну на Ферму Диких Зверей.\\n\0	0															0															0															53712.00000000	-83936.00000000	-2728.00000000	0																																	0	82	0	3	u,Пастух Тунатун\0	0	1	1	1	31537								53712.00000000	-83936.00000000	-2728.00000000	u,Нет требований\0	u,Самоцвет Чистоты можно найти только у кротких зверей.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	9553									3	26950000	3093200	1									1	1							
1	20	-1	u,Нежная забота\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	82	0	3	a,	0	1	1	1	31537								53712.00000000	-83936.00000000	-2728.00000000	u,Нет требований\0	u,Самоцвет Чистоты можно найти только у кротких зверей.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	9553									3	26950000	3093200	1									1	2							
1	26	1	u,Не заставляйте человека ждать\0	u,Забота об ожидающем\0	u,В Деревне Охотников Изаэль Серебряная Тень ищет способных авантюристов для выполнения своей просьбы. Серебряная Тень говорит, что могут возникнуть трудности, если заставлять ждать того, кто с нетерпением ждет обещанной вещи…\0	0															0															0															99361.00000000	109843.00000000	-3664.00000000	0																																	0	80	0	1	u,Торговец Долины Китска\0	0	1	1	1	30655								115791.00000000	75867.00000000	-2714.00000000	u,Нет требований\0	u,В Деревне Охотников Изаэль Серебряная Тень ищет способных авантюристов для выполнения своей просьбы. Серебряная Тень говорит, что могут возникнуть трудности, если и дальше продолжать заставлять ждать того, кто с нетерпением ждет передачи обещанной вещи…\0	0																																																																									0				0	0	0	97	0	1	15625											1	0											1	0							
1	26	-1	u,Не заставляйте человека ждать\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	80	0	1	a,	1	1	1	1	30655								115791.00000000	75867.00000000	-2714.00000000	u,Нет требований\0	u,В Деревне Охотников Изаэль Серебряная Тень ищет способных авантюристов для выполнения своей просьбы. Серебряная Тень говорит, что могут возникнуть трудности, если и дальше продолжать заставлять ждать того, кто с нетерпением ждет передачи обещанной вещи…\0	0																																																																									0				0	0	0	97	0	1	15625											1	0											1	1							
1	27	1	u,Сундук Ветра\0	u,Загадочный ящик\0	u,Ланоско просит Вас найти большой сундук. Для этого нужно использовать Особую Наживку, которую дал Ланоско. Возможно, имеет смысл опросить других людей – вдруг кто-нибудь уже нашел этот предмет?\\n\0	1	6500														1	0														1	1														19539.00000000	145987.00000000	-3068.00000000	0																																	0	27	29	3	u,Ланоско\0	1	1	1	1	31570								19539.00000000	145987.00000000	-3068.00000000	u,Выполненный квест: Особая Наживка Ланоско\0	u,Ланоско просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	50	0	1	0	1	880											1	1											1	0							
1	27	2	u,Сундук Ветра\0	u,Необычный Чертеж Голема\0	u,Когда Вы открываете сундук, Вы находите необычный Чертеж Голема. Отнесите его Шалингу в кузницу Диона.\\n\0	1	7625														1	0														1	1														19600.00000000	143344.00000000	-3026.00000000	0																																	0	27	29	3	u,Шалинг\0	0	1	1	1	31570								19539.00000000	145987.00000000	-3068.00000000	u,Выполненный квест: Особая Наживка Ланоско\0	u,Ланоско просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	50	0	1	0	1	880											1	1											1	1							
1	27	-1	u,Сундук ветра\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	27	29	3	a,	1	1	1	1	31570								19539.00000000	145987.00000000	-3068.00000000	u,Выполненный квест: Особая Наживка Ланоско\0	u,Ланоско просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	50	0	1	0	1	880											1	1											1	2							
1	28	1	u,Сундук Воды\0	u,Загадочный ящик\0	u,О'Фулле просит Вас найти сундук. Если Ваш навык рыболовства больше 12, попробуйте использовать Особую Наживку, чтобы найти его. Возможно, имеет смысл опросить других людей – вдруг кто-нибудь уже нашел этот предмет?\\n\0	1	6503														1	0														1	1														80512.00000000	147712.00000000	-3502.00000000	0																																	0	36	38	3	u,О'Фулле\0	1	1	1	1	31572								80512.00000000	147712.00000000	-3502.00000000	u,Выполненный квест: Особая Наживка О'Фулле\0	u,О'Фулле просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	51	0	16	0	1	881											1	1											1	0							
1	28	2	u,Сундук Воды\0	u,Письмо Кики\0	u,Открыв сундук, Вы нашли письмо. Отнесите его Продавцу Минералов Кики в Лавку Кузнеца в деревне.\\n\0	1	7626														1	0														1	1														77446.00000000	148302.00000000	-3600.00000000	0																																	0	36	38	3	u,Кики\0	0	1	1	1	31572								80512.00000000	147712.00000000	-3502.00000000	u,Выполненный квест: Особая Наживка О'Фулле\0	u,О'Фулле просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	51	0	16	0	1	881											1	1											1	1							
1	28	-1	u,Сундук Воды\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	36	38	3	a,	1	1	1	1	31572								80512.00000000	147712.00000000	-3502.00000000	u,Выполненный квест: Особая Наживка О'Фулле\0	u,О'Фулле просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	51	0	16	0	1	881											1	1											1	2							
1	29	1	u,Сундук Земли\0	u,Фиолетовая коробочка\0	u,Член Гильдии Рыболовов Вилли просит Вас найти фиолетовую коробочку. Ее владелец обронил ее в воду. Попробуйте использовать Особую Наживку, чтобы выловить ее. Возможно, имеет смысл опросить других людей – вдруг кто-нибудь уже нашел этот предмет?\\n\0	1	6507														1	0														1	1														79774.00000000	54746.00000000	-1545.00000000	0																																	0	48	50	3	u,Вилли\0	1	1	1	1	31574								79774.00000000	54746.00000000	-1545.00000000	u,Выполненный квест: Особая Наживка Вилли\0	u,Вилли просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	52	0	67	0	1	2455											1	1											1	0							
1	29	2	u,Сундук Земли\0	u,Стеклянная Шкатулка\0	u,Вы находите Стеклянную Шкатулку. Отнесите это Анабель в Хейн.\\n\0	1	7627														1	0														1	1														111549.00000000	217381.00000000	-3458.00000000	0																																	0	48	50	3	u,Анабель\0	0	1	1	1	31574								79774.00000000	54746.00000000	-1545.00000000	u,Выполненный квест: Особая Наживка Вилли\0	u,Вилли просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	52	0	67	0	1	2455											1	1											1	1							
1	29	-1	u,Сундук Земли\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																																	0	48	50	3	a,	1	1	1	1	31574								79774.00000000	54746.00000000	-1545.00000000	u,Выполненный квест: Особая Наживка Вилли\0	u,Вилли просит Вас отыскать потерянный сундук, который, как он думает, был брошен в воду. Вам следует попытаться выловить сундук, открыть и вернуть его содержимое владельцу. Одноразовый квест.\0	0																																																																									0				0	52	0	67	0	1	2455											1	1											1	2							
1	31	1	u,Тайна Болота\0	u,Поиски Крорина\0	u,Вам необходимо найти Исследователя Крорина, который исчез во время изучения Болота Криков. Кроме того, Вам нужно найти его Дневник с информацией о древнем памятнике, открытом Кронином в ходе работы.\\n\0	0															0															0															83387.00000000	-54294.00000000	-2304.00000000	0																																	0	66	76	3	u,Место, где исчез Исследователь Крорин\0	0	1	1	1	31555								69348.00000000	-50408.00000000	-3288.00000000	u,Нет требований\0	u,Аберкромби, поставщик Наемников Золотого Овна, просит Вас найти исследователя, который пропал во время изучения реликвий древней империи в Болоте Криков.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	1650970	163164	343430									1	0							
1	31	2	u,Тайна Болота\0	u,Разговор с Аберкромби\0	u,Отнесите Дневник Крорина Поставщику Наемников Аберкромби, которого можно найти в Лагере Наемников Золотого Овна. \\n\0	1	7252														1	0														1	1														69348.00000000	-50408.00000000	-3288.00000000	0																																	0	66	76	3	u,Поставщик Наемников Аберкромби\0	0	1	1	1	31555								69348.00000000	-50408.00000000	-3288.00000000	u,Нет требований\0	u,Аберкромби, поставщик Наемников Золотого Овна, просит Вас найти исследователя, который пропал во время изучения реликвий древней империи в Болоте Криков.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	1650970	163164	343430									1	1							
1	31	3	u,Тайна Болота\0	u,Заброшенный Памятник\0	u,Продолжите дело Крорина и исследуйте древний каменный монумент. Согласно дневнику, это не единственный памятник в этих местах. Теперь Вам нужно найти остальные.\\n\0	0															0															0															67922.00000000	-57635.00000000	-3472.00000000	0																																	0	66	76	3	u,Заброшенный Памятник\0	1	1	1	1	31555								69348.00000000	-50408.00000000	-3288.00000000	u,Нет требований\0	u,Аберкромби, поставщик Наемников Золотого Овна, просит Вас найти исследователя, который пропал во время изучения реликвий древней империи в Болоте Криков.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	1650970	163164	343430									1	2							
1	31	4	u,Тайна Болота\0	u,Второй Памятник\0	u,Следуйте указаниям на схеме, выгравированной на поверхности камня, и найдите второй Заброшенный Памятник.\\n\0	0															0															0															77184.00000000	-44064.00000000	-3264.00000000	0																																	0	66	76	3	u,Заброшенный Памятник\0	1	1	1	1	31555								69348.00000000	-50408.00000000	-3288.00000000	u,Нет требований\0	u,Аберкромби, поставщик Наемников Золотого Овна, просит Вас найти исследователя, который пропал во время изучения реликвий древней империи в Болоте Криков.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	1650970	163164	343430									1	3							
1	31	5	u,Тайна Болота\0	u,Третий Памятник\0	u,Следуйте указаниям на схеме, выгравированной на поверхности камня, и найдите третий Заброшенный Памятник.\\n\0	0															0															0															78832.00000000	-61536.00000000	-2308.00000000	0																																	0	66	76	3	u,Заброшенный Памятник\0	1	1	1	1	31555								69348.00000000	-50408.00000000	-3288.00000000	u,Нет требований\0	u,Аберкромби, поставщик Наемников Золотого Овна, просит Вас найти исследователя, который пропал во время изучения реликвий древней империи в Болоте Криков.\0	0																																																																									0				0	0	0	200	0	3	15623	15624	57									3	1650970	163164	343430									1	4							
